"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11934","IN-195: Admin > Products > Verificar que edite un nombre del producto","chromium","Thu Nov 20 04:59:34 UTC 2025","passed","Thu Nov 20 04:59:46 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
"","12179","IN-270: Verificar login con usuario incorrecto","chromium","Thu Nov 20 04:58:59 UTC 2025","passed","Thu Nov 20 04:59:11 UTC 2025","Login Tests","login/login.spec.ts","",""
"","11159","IN-268: Admin > Clients > Actions > Verificar que la función ""Bulk Update"" realice una actualización masiva a la columna de los clientes seleccionados","chromium","Thu Nov 20 04:56:12 UTC 2025","failed","Thu Nov 20 04:56:23 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","11024","IN-193: Admin > Products > Crear Producto con los campos mínimos requeridos","chromium","Thu Nov 20 04:59:23 UTC 2025","passed","Thu Nov 20 04:59:34 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
"","11275","IN-19: Admin > Clients > Verificar que edite un nombre del cliente","chromium","Thu Nov 20 04:58:43 UTC 2025","failed","Thu Nov 20 04:58:54 UTC 2025","Clients Edit Tests","clients/editClients.spec.ts","",""
"","11337","IN-16: Admin > Clients > Crear Cliente con los campos minimos requeridos","chromium","Thu Nov 20 04:57:58 UTC 2025","failed","Thu Nov 20 04:58:09 UTC 2025","Clientes Principal Page Tests","clients/createClients.spec.ts","",""
"","8309","IN-5: Admin > Clients > Verificar ordenamiento de la columna ID Number","chromium","Thu Nov 20 04:56:42 UTC 2025","passed","Thu Nov 20 04:56:50 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","11397","IN-146: Admin > Clients > Actions > Verificar que purge un cliente","chromium","Thu Nov 20 04:55:33 UTC 2025","failed","Thu Nov 20 04:55:44 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","8367","IN-4: Admin > Clients > Verificar ordenamiento de la columna Contact Email","chromium","Thu Nov 20 04:56:33 UTC 2025","passed","Thu Nov 20 04:56:42 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
"","11014","IN-206: Admin > Products > Actions > Verificar que elimine un producto activo","chromium","Thu Nov 20 04:59:49 UTC 2025","passed","Thu Nov 20 05:00:00 UTC 2025","Products Principal Page Tests","products/products.spec.ts","",""
"","5420","IN-2: Admin > Clients > Verificar que se muestren las columnas por defecto en la Tabla de Clientes","chromium","Thu Nov 20 04:52:53 UTC 2025","passed","Thu Nov 20 04:52:58 UTC 2025","Clientes Principal Page Tests","clients/clients.spec.ts","",""
